gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	ADAMDEC1 FLC	Activated T	Arterial EC	B cell	BEST4 enterocyte	CD8 T cell	F3 FLC	FCER2 B cell	Glial cell	Goblet cell	IL2RG	IgA plasma cell	IgG plasma cell	Inflammatory FLC	LAMP3+ DC	Macrophage	Monocyte	Paneth cell	TA	Tfh	Treg	Tuft	Venous EC	activated B cell	cDC1	cDC2	crypt	cycling B cell	cycling myeloid	cycling plasma	early enterocyte	enterocyte	enteroendocrine	gd T cell	lymphatic EC	mast cells	memory B cell	myofibroblast	naïve CD4 T	pDC	pericyte
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SS0D46E2B45	0.055	0.0	0.0	0.003	0.003	0.0	0.081	0.019	0.0	0.003	0.003	0.005	0.011	0.077	0.0	0.0	0.06	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.006	0.0	0.0	0.178	0.0	0.004	0.057	0.008	0.0	0.032
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SS0178F5C45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.254	0.0	0.015	0.0	0.0	0.024	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.191	0.0	0.0	0.0	0.0	0.0	0.124
FCER2	P06734	False	FCER2_HUMAN		CPI-SS000568A0E	0.007	0.019	0.03	0.378	0.02	0.0	0.031	3.079	0.0	0.001	0.02	0.055	0.045	0.42	0.0	0.095	0.079	0.02	0.052	0.059	0.0	0.0	0.052	0.105	0.177	0.117	0.009	0.087	0.0	0.043	0.001	0.01	0.0	0.006	0.0	0.0	0.492	0.077	0.129	0.0	0.0
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SS0ACD487F0	0.003	0.0	0.0	0.004	0.0	0.016	0.0	0.0	2.714	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.008	0.0	0.0
JAM2	P57087	False	JAM2_HUMAN		CPI-SS087B53ABF	0.135	0.0	4.988	0.016	0.0	0.0	0.204	0.013	1.443	0.004	0.0	0.014	0.012	0.416	0.0	0.023	0.0	0.0	0.001	0.0	0.0	0.0	6.799	0.012	0.0	0.0	0.003	0.002	0.0	0.0	0.014	0.007	0.0	0.0	0.0	0.0	0.009	0.149	0.005	0.0	0.0
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS0F9D53834	0.158	0.0	0.436	0.003	0.013	0.026	0.287	0.048	0.0	0.0	0.0	0.002	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.321	0.0	0.032	0.0	0.0	0.004	0.0	0.0	0.0	0.002	0.0	0.008	0.0	0.0	0.089	0.745	0.009	0.545	0.152
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS01158CABF	0.011	0.0	0.0	0.0	0.019	0.028	0.045	0.0	0.0	0.232	0.0	0.005	0.0	0.0	0.0	0.057	0.088	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.003	0.002	0.0	0.0	0.005	0.003	0.485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HLA-C	HLAC	False	HLAC		CPI-SS034D36D2F	12.05	15.161	25.621	7.491	17.978	15.223	18.589	7.579	26.1	11.704	15.01	12.334	10.971	9.726	16.623	14.829	17.705	2.764	5.85	14.558	13.606	11.736	21.199	19.315	15.791	10.186	6.074	4.224	9.041	11.64	8.182	15.561	8.366	17.564	24.716	0.0	10.702	14.202	10.306	15.521	35.555
GPR42	O15529	False	GPR42_HUMAN		CPI-SS0528A694B	0.008	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.0	0.0	0.0	0.079	0.0	0.0	0.0
LAMP1	P11279	False	LAMP1_HUMAN		CPI-SS055E061C9	1.265	0.745	1.467	0.357	1.257	0.521	1.799	0.35	3.615	0.772	1.254	0.171	0.178	1.17	0.691	0.936	2.133	0.287	0.714	0.719	0.987	0.727	1.678	0.224	0.0	0.685	0.705	0.293	0.745	0.135	0.876	1.417	1.744	0.726	1.856	3.241	0.381	1.402	0.559	1.671	1.958
GLRA2	P23416	False	GLRA2_HUMAN		CPI-SS02904BE32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS02CF96625	0.0	0.0	0.0	0.0	0.0	0.058	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.098	0.0	0.0	0.0	0.0	0.003	0.0	0.0
CXADR	P78310	False	CXAR_HUMAN		CPI-SS033CB0BB2	0.031	0.011	0.012	0.013	1.214	0.011	0.022	0.005	0.087	1.081	0.883	0.025	0.004	0.0	0.0	0.026	0.015	0.242	0.405	0.018	0.0	1.526	0.0	0.009	0.0	0.062	0.64	0.027	0.115	0.031	0.914	1.735	0.867	0.017	0.044	0.0	0.011	0.053	0.0	0.0	0.0
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0E2431C09	0.0	0.237	0.0	0.004	0.0	0.048	0.0	0.005	0.0	0.001	0.0	0.004	0.005	0.0	0.0	0.0	0.0	0.055	0.004	3.936	0.673	0.04	0.0	0.018	0.0	0.0	0.002	0.017	0.0	0.0	0.0	0.002	0.0	0.127	0.0	0.0	0.015	0.0	0.114	0.0	0.0
ADGRG5	Q8IZF4	False	AGRG5_HUMAN		CPI-SS0AFC7BACF	0.0	0.022	0.0	0.321	0.0	0.018	0.0	0.135	0.0	0.009	0.003	0.038	0.054	0.006	0.0	0.097	0.03	0.0	0.008	0.0	0.0	0.0	0.0	0.069	0.0	0.242	0.011	0.195	0.393	0.0	0.009	0.015	0.009	0.024	0.0	0.0	0.254	0.0	0.021	0.0	0.0
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS00FB3CB09	0.011	0.0	0.0	0.0	0.019	0.028	0.045	0.0	0.0	0.232	0.0	0.005	0.0	0.0	0.0	0.057	0.088	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.003	0.002	0.0	0.0	0.005	0.003	0.485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR42	O15529	False	GPR42_HUMAN		CPI-SS022AE18AF	0.008	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.0	0.0	0.0	0.079	0.0	0.0	0.0
PGRMC2	O15173	False	PGRC2_HUMAN		CPI-SS0F3D40856	0.735	0.255	0.597	0.201	0.914	0.299	0.529	0.123	0.805	0.955	0.962	0.339	0.262	0.45	0.0	0.202	0.144	0.18	0.491	0.139	0.0	1.289	0.585	0.443	0.316	0.127	0.578	0.134	0.097	0.25	1.004	1.819	1.294	0.174	0.527	0.0	0.157	0.444	0.223	0.596	0.156
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS072E1E27A	0.011	0.0	0.0	0.0	0.019	0.028	0.045	0.0	0.0	0.232	0.0	0.005	0.0	0.0	0.0	0.057	0.088	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.003	0.002	0.0	0.0	0.005	0.003	0.485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HLA-C	HLAC	False	HLAC		CPI-SS0917CBD53	12.05	15.161	25.621	7.491	17.978	15.223	18.589	7.579	26.1	11.704	15.01	12.334	10.971	9.726	16.623	14.829	17.705	2.764	5.85	14.558	13.606	11.736	21.199	19.315	15.791	10.186	6.074	4.224	9.041	11.64	8.182	15.561	8.366	17.564	24.716	0.0	10.702	14.202	10.306	15.521	35.555
HLA-C	HLAC	False	HLAC		CPI-SS0ABD11350	12.05	15.161	25.621	7.491	17.978	15.223	18.589	7.579	26.1	11.704	15.01	12.334	10.971	9.726	16.623	14.829	17.705	2.764	5.85	14.558	13.606	11.736	21.199	19.315	15.791	10.186	6.074	4.224	9.041	11.64	8.182	15.561	8.366	17.564	24.716	0.0	10.702	14.202	10.306	15.521	35.555
LAMP1	P11279	False	LAMP1_HUMAN		CPI-SS064281234	1.265	0.745	1.467	0.357	1.257	0.521	1.799	0.35	3.615	0.772	1.254	0.171	0.178	1.17	0.691	0.936	2.133	0.287	0.714	0.719	0.987	0.727	1.678	0.224	0.0	0.685	0.705	0.293	0.745	0.135	0.876	1.417	1.744	0.726	1.856	3.241	0.381	1.402	0.559	1.671	1.958
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS0D26F639E	0.0	0.0	0.0	0.0	0.0	0.058	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.098	0.0	0.0	0.0	0.0	0.003	0.0	0.0
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS02246DA17	0.003	0.368	0.0	0.01	0.012	0.725	0.0	0.006	0.087	0.017	0.057	0.008	0.017	0.018	0.691	0.0	0.0	0.024	0.026	0.178	0.455	0.026	0.0	0.033	0.215	0.095	0.035	0.004	0.085	0.074	0.042	0.041	0.0	0.692	0.0	0.0	0.02	0.0	0.101	3.466	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0F52745F3	0.183	0.38	0.038	0.003	1.292	0.044	0.032	0.006	0.0	0.247	1.066	0.034	0.009	0.076	0.0	0.03	0.025	0.222	0.441	0.037	0.253	1.11	0.128	0.007	0.335	0.11	0.516	0.003	0.074	0.0	1.221	2.719	1.591	0.023	0.0	0.0	0.011	0.0	0.123	0.545	0.0
FCGR2A	P12318	False	FCG2A_HUMAN		CPI-SS0C17BB772	0.156	0.0	0.01	0.002	0.0	0.016	0.258	0.012	0.189	0.01	0.0	0.011	0.012	0.143	0.0	1.832	1.109	0.002	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.572	0.006	0.0	0.81	0.0	0.0	0.004	0.0	0.0	0.661	0.0	0.055	0.0	0.0	0.0	0.358
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS016EE0084	0.0	0.237	0.0	0.004	0.0	0.048	0.0	0.005	0.0	0.001	0.0	0.004	0.005	0.0	0.0	0.0	0.0	0.055	0.004	3.936	0.673	0.04	0.0	0.018	0.0	0.0	0.002	0.017	0.0	0.0	0.0	0.002	0.0	0.127	0.0	0.0	0.015	0.0	0.114	0.0	0.0
CD80	P33681	False	CD80_HUMAN		CPI-SS08F13AD5C	0.0	0.0	0.0	0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.011	0.022	0.0	0.066	0.126	0.0	0.0	0.026	0.064	0.0	0.0	0.006	0.028	0.049	0.003	0.071	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0F5B6B186	0.0	0.237	0.0	0.004	0.0	0.048	0.0	0.005	0.0	0.001	0.0	0.004	0.005	0.0	0.0	0.0	0.0	0.055	0.004	3.936	0.673	0.04	0.0	0.018	0.0	0.0	0.002	0.017	0.0	0.0	0.0	0.002	0.0	0.127	0.0	0.0	0.015	0.0	0.114	0.0	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0D795AC00	0.284	0.0	0.028	0.011	0.156	0.0	0.498	0.0	0.0	0.29	0.174	0.015	0.006	0.227	0.0	0.0	0.019	0.058	0.213	0.0	0.0	0.072	0.0	0.0	0.0	0.028	0.176	0.002	0.011	0.0	0.094	0.116	0.071	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.191
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0B02DE712	0.284	0.0	0.028	0.011	0.156	0.0	0.498	0.0	0.0	0.29	0.174	0.015	0.006	0.227	0.0	0.0	0.019	0.058	0.213	0.0	0.0	0.072	0.0	0.0	0.0	0.028	0.176	0.002	0.011	0.0	0.094	0.116	0.071	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.191
HLA-DPB1	HLADPB1	False	HLADPB1		CPI-SS076BC3BA6	1.08	0.845	4.212	13.409	1.122	0.784	1.012	20.274	2.043	0.473	3.258	0.223	0.501	1.576	70.479	63.182	48.114	0.124	0.373	1.072	0.772	0.429	5.995	3.974	107.083	85.123	0.358	7.459	46.729	1.259	0.591	0.856	0.404	0.776	1.512	0.0	16.852	0.423	1.598	8.553	0.548
ADGRL1	O94910	False	AGRL1_HUMAN		CPI-SS09375CA29	0.151	0.047	0.195	0.002	0.12	0.016	0.065	0.0	0.0	0.082	0.092	0.007	0.004	0.054	0.0	0.062	0.037	0.024	0.075	0.022	0.0	0.084	0.146	0.0	0.145	0.035	0.058	0.0	0.022	0.0	0.035	0.073	0.267	0.078	0.049	0.0	0.0	0.31	0.052	0.0	0.0
EGF	P01133	False	EGF_HUMAN		CPI-SS00A953C3A	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS0BF9FA3F2	0.052	0.016	0.049	0.025	2.478	0.047	0.025	0.021	4.248	1.836	1.164	0.035	0.035	0.017	0.0	0.118	0.022	0.429	1.153	0.0	0.0	1.768	0.0	0.0	0.0	0.08	1.36	0.011	0.193	0.0	1.719	2.255	2.505	0.007	0.044	0.0	0.03	0.0	0.021	0.0	0.241
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0F4D30D5A	0.284	0.0	0.028	0.011	0.156	0.0	0.498	0.0	0.0	0.29	0.174	0.015	0.006	0.227	0.0	0.0	0.019	0.058	0.213	0.0	0.0	0.072	0.0	0.0	0.0	0.028	0.176	0.002	0.011	0.0	0.094	0.116	0.071	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.191
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0E25CE362	0.284	0.0	0.028	0.011	0.156	0.0	0.498	0.0	0.0	0.29	0.174	0.015	0.006	0.227	0.0	0.0	0.019	0.058	0.213	0.0	0.0	0.072	0.0	0.0	0.0	0.028	0.176	0.002	0.011	0.0	0.094	0.116	0.071	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.191
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0055264F3	0.284	0.0	0.028	0.011	0.156	0.0	0.498	0.0	0.0	0.29	0.174	0.015	0.006	0.227	0.0	0.0	0.019	0.058	0.213	0.0	0.0	0.072	0.0	0.0	0.0	0.028	0.176	0.002	0.011	0.0	0.094	0.116	0.071	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.191
EGFR	P00533	False	EGFR_HUMAN		CPI-SS00EDDD458	0.284	0.0	0.028	0.011	0.156	0.0	0.498	0.0	0.0	0.29	0.174	0.015	0.006	0.227	0.0	0.0	0.019	0.058	0.213	0.0	0.0	0.072	0.0	0.0	0.0	0.028	0.176	0.002	0.011	0.0	0.094	0.116	0.071	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.191
CD74	P04233	False	HG2A_HUMAN		CPI-SS0ABC5C1B8	4.872	3.827	32.609	77.35	17.592	3.566	3.681	68.669	15.284	3.91	46.683	6.968	8.596	15.471	203.556	153.499	127.614	1.1	5.887	5.95	5.662	7.622	41.915	36.69	184.069	138.083	6.051	45.251	90.377	13.715	14.877	27.146	9.855	3.945	24.221	3.241	63.208	1.567	6.247	79.795	1.936
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0481D83A4	0.284	0.0	0.028	0.011	0.156	0.0	0.498	0.0	0.0	0.29	0.174	0.015	0.006	0.227	0.0	0.0	0.019	0.058	0.213	0.0	0.0	0.072	0.0	0.0	0.0	0.028	0.176	0.002	0.011	0.0	0.094	0.116	0.071	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.191
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0D4C221B8	0.29	0.048	0.658	0.215	0.008	0.053	0.076	0.065	0.0	0.013	0.222	0.03	0.089	0.395	2.096	0.831	1.173	0.002	0.004	0.052	0.0	0.0	1.281	0.162	0.288	0.54	0.013	0.064	0.689	0.041	0.004	0.006	0.0	0.101	0.0	0.0	0.144	0.055	0.03	0.0	0.12
EGFR	P00533	False	EGFR_HUMAN		CPI-SS08CA619FE	0.284	0.0	0.028	0.011	0.156	0.0	0.498	0.0	0.0	0.29	0.174	0.015	0.006	0.227	0.0	0.0	0.019	0.058	0.213	0.0	0.0	0.072	0.0	0.0	0.0	0.028	0.176	0.002	0.011	0.0	0.094	0.116	0.071	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.191
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0DA033F03	2.201	0.395	2.416	0.041	1.851	0.375	1.355	0.047	1.247	0.984	1.757	0.094	0.023	1.751	0.0	1.833	1.168	0.191	0.313	0.143	0.431	0.795	3.014	0.011	0.225	0.927	0.466	0.028	1.095	0.0	1.145	2.193	0.949	0.488	1.309	0.0	0.02	1.024	0.235	0.538	2.121
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS054D158CC	0.0	0.014	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0C4E86714	0.296	0.526	0.438	0.022	0.053	0.454	0.113	0.073	0.0	0.04	0.329	0.015	0.019	0.269	2.096	0.912	1.655	0.003	0.046	1.202	3.319	0.079	0.637	0.023	0.0	0.546	0.024	0.026	0.347	0.0	0.106	0.184	0.107	0.553	0.0	0.0	0.253	0.215	0.252	1.082	0.598
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0A19E9C34	0.284	0.0	0.028	0.011	0.156	0.0	0.498	0.0	0.0	0.29	0.174	0.015	0.006	0.227	0.0	0.0	0.019	0.058	0.213	0.0	0.0	0.072	0.0	0.0	0.0	0.028	0.176	0.002	0.011	0.0	0.094	0.116	0.071	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.191
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS06BC4D123	0.052	0.016	0.049	0.025	2.478	0.047	0.025	0.021	4.248	1.836	1.164	0.035	0.035	0.017	0.0	0.118	0.022	0.429	1.153	0.0	0.0	1.768	0.0	0.0	0.0	0.08	1.36	0.011	0.193	0.0	1.719	2.255	2.505	0.007	0.044	0.0	0.03	0.0	0.021	0.0	0.241
EGFR	P00533	False	EGFR_HUMAN		CPI-SS088A0A760	0.284	0.0	0.028	0.011	0.156	0.0	0.498	0.0	0.0	0.29	0.174	0.015	0.006	0.227	0.0	0.0	0.019	0.058	0.213	0.0	0.0	0.072	0.0	0.0	0.0	0.028	0.176	0.002	0.011	0.0	0.094	0.116	0.071	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.191
CD74	P04233	False	HG2A_HUMAN		CPI-SS0302E8E8F	4.872	3.827	32.609	77.35	17.592	3.566	3.681	68.669	15.284	3.91	46.683	6.968	8.596	15.471	203.556	153.499	127.614	1.1	5.887	5.95	5.662	7.622	41.915	36.69	184.069	138.083	6.051	45.251	90.377	13.715	14.877	27.146	9.855	3.945	24.221	3.241	63.208	1.567	6.247	79.795	1.936
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS0E6E8A727	0.0	0.014	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS07F042076	0.284	0.0	0.028	0.011	0.156	0.0	0.498	0.0	0.0	0.29	0.174	0.015	0.006	0.227	0.0	0.0	0.019	0.058	0.213	0.0	0.0	0.072	0.0	0.0	0.0	0.028	0.176	0.002	0.011	0.0	0.094	0.116	0.071	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.191
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0C10824C7	0.284	0.0	0.028	0.011	0.156	0.0	0.498	0.0	0.0	0.29	0.174	0.015	0.006	0.227	0.0	0.0	0.019	0.058	0.213	0.0	0.0	0.072	0.0	0.0	0.0	0.028	0.176	0.002	0.011	0.0	0.094	0.116	0.071	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.191
CD44	P16070	False	CD44_HUMAN		CPI-SS0632A027A	2.53	2.237	0.084	0.549	0.042	1.648	1.285	2.525	1.336	0.509	0.151	0.826	0.816	1.989	2.008	1.305	3.178	0.5	1.328	2.276	4.774	0.265	0.041	0.794	0.267	1.683	1.325	0.263	1.964	1.065	0.128	0.036	1.07	1.207	0.0	16.207	4.007	2.005	2.39	3.35	4.806
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS03098AC28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.123
HLA-DPB1	HLADPB1	False	HLADPB1		CPI-SS05D23BCE8	1.08	0.845	4.212	13.409	1.122	0.784	1.012	20.274	2.043	0.473	3.258	0.223	0.501	1.576	70.479	63.182	48.114	0.124	0.373	1.072	0.772	0.429	5.995	3.974	107.083	85.123	0.358	7.459	46.729	1.259	0.591	0.856	0.404	0.776	1.512	0.0	16.852	0.423	1.598	8.553	0.548
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS03C51D352	0.012	0.0	0.0	0.08	0.003	0.0	0.027	0.319	0.136	0.011	0.061	0.888	0.403	0.027	0.0	0.014	0.022	0.0	0.018	0.068	0.799	0.0	0.0	0.246	0.092	0.03	0.013	0.042	0.0	1.453	0.007	0.01	0.022	0.037	0.033	0.0	1.861	0.0	0.035	0.0	0.09
TFRC	P02786	False	TFR1_HUMAN		CPI-SS03133B4F2	0.063	0.153	0.032	0.258	0.593	0.144	0.068	0.058	0.0	0.387	0.38	0.122	0.07	0.074	0.616	0.781	1.072	0.125	0.88	0.272	0.551	0.665	0.093	0.167	0.221	0.415	0.674	0.218	0.726	0.281	0.601	0.562	0.446	0.109	0.061	0.0	0.142	0.131	0.094	1.678	0.0
CD40	P25942	False	TNR5_HUMAN		CPI-SS0F00D756A	0.177	0.037	0.629	2.351	0.18	0.003	0.146	1.225	0.4	0.085	0.089	0.143	0.193	0.419	7.562	0.207	0.604	0.068	0.099	0.0	0.0	0.03	0.647	0.297	0.616	0.32	0.109	0.972	0.119	0.031	0.038	0.049	0.135	0.026	0.097	0.0	0.938	0.11	0.028	0.0	0.394
TNFRSF17	Q02223	False	TNR17_HUMAN		CPI-SS0E2863F09	0.033	0.023	0.0	0.528	0.0	0.016	0.005	0.171	0.0	0.025	0.0	2.979	2.174	0.079	0.205	0.011	0.025	0.014	0.008	0.05	0.114	0.0	0.0	2.487	0.028	0.0	0.004	0.437	0.0	2.085	0.007	0.007	0.052	0.022	0.0	0.0	0.209	0.0	0.007	0.538	0.0
TNFRSF13C	Q96RJ3	False	TR13C_HUMAN		CPI-SS09648FAA9	0.004	0.059	0.024	4.86	0.015	0.027	0.0	3.362	0.128	0.038	0.111	0.156	0.272	0.187	0.0	0.285	0.428	0.007	0.02	0.098	0.138	0.0	0.0	1.784	0.0	0.306	0.036	1.872	0.327	0.174	0.012	0.02	0.016	0.038	0.038	0.0	3.614	0.0	0.326	0.0	0.032
CD74	P04233	False	HG2A_HUMAN		CPI-SS09808DEAE	4.872	3.827	32.609	77.35	17.592	3.566	3.681	68.669	15.284	3.91	46.683	6.968	8.596	15.471	203.556	153.499	127.614	1.1	5.887	5.95	5.662	7.622	41.915	36.69	184.069	138.083	6.051	45.251	90.377	13.715	14.877	27.146	9.855	3.945	24.221	3.241	63.208	1.567	6.247	79.795	1.936
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS09C4FCB90	0.29	0.048	0.658	0.215	0.008	0.053	0.076	0.065	0.0	0.013	0.222	0.03	0.089	0.395	2.096	0.831	1.173	0.002	0.004	0.052	0.0	0.0	1.281	0.162	0.288	0.54	0.013	0.064	0.689	0.041	0.004	0.006	0.0	0.101	0.0	0.0	0.144	0.055	0.03	0.0	0.12
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0E9A581F8	0.29	0.048	0.658	0.215	0.008	0.053	0.076	0.065	0.0	0.013	0.222	0.03	0.089	0.395	2.096	0.831	1.173	0.002	0.004	0.052	0.0	0.0	1.281	0.162	0.288	0.54	0.013	0.064	0.689	0.041	0.004	0.006	0.0	0.101	0.0	0.0	0.144	0.055	0.03	0.0	0.12
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0A4F27388	2.201	0.395	2.416	0.041	1.851	0.375	1.355	0.047	1.247	0.984	1.757	0.094	0.023	1.751	0.0	1.833	1.168	0.191	0.313	0.143	0.431	0.795	3.014	0.011	0.225	0.927	0.466	0.028	1.095	0.0	1.145	2.193	0.949	0.488	1.309	0.0	0.02	1.024	0.235	0.538	2.121
TNFRSF10B	O14763	False	TR10B_HUMAN		CPI-SS0049FD74F	0.088	0.048	0.137	0.035	0.141	0.051	0.066	0.027	0.0	0.102	0.343	0.006	0.004	0.168	0.625	0.16	0.058	0.04	0.137	0.024	0.0	0.02	0.161	0.0	0.104	0.105	0.198	0.026	0.26	0.049	0.159	0.265	0.069	0.057	0.132	0.0	0.074	0.035	0.047	0.0	0.032
FAS	P25445	False	TNR6_HUMAN		CPI-SS03A0C857B	0.239	0.207	0.107	0.076	0.037	0.159	0.056	0.023	0.861	0.043	0.102	0.027	0.007	0.295	0.0	0.044	0.191	0.002	0.08	0.294	0.394	0.094	0.093	0.057	0.075	0.049	0.097	0.037	0.0	0.138	0.042	0.062	0.01	0.12	0.028	0.0	0.08	0.175	0.099	0.0	0.179
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS004A073E1	0.0	0.014	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
