gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Arterial EC	BEST4 enterocyte prog	Enteric neurons	Erythroblasts	FOXL1 FLC	Goblet prog	ICC	LGR5 stem	Lymphatic EC	NTS+ cells	Neural crest cells	SMC	UPK3B Serosa	Venous EC	WNT4 FLC	cycling cells 1	cycling cells 2	early enterocyte 1	early enterocyte 2	enterocyte	enteroendocrine	immune cells	mesoderm 1	mesoderm 2	myofibroblast	pericyte	uniform progenitor
LAMP1	P11279	False	LAMP1_HUMAN		CPI-SS064281234	1.828	0.831	0.661	0.106	0.873	0.607	1.059	0.59	1.663	0.485	0.63	0.788	1.109	1.347	1.083	0.858	0.813	0.807	1.146	1.797	0.576	1.147	0.508	1.02	0.996	0.916	0.732
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS02246DA17	0.0	0.003	0.0	0.0	0.0	0.004	0.0	0.001	0.0	0.013	0.0	0.0	0.0	0.001	0.0	0.003	0.006	0.003	0.006	0.009	0.001	0.071	0.0	0.001	0.001	0.0	0.004
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0F52745F3	0.031	0.635	0.013	0.004	0.108	0.304	0.03	0.312	0.057	0.263	0.011	0.107	1.178	0.019	0.066	0.36	0.39	0.452	0.649	0.964	0.272	0.057	0.386	0.12	0.016	0.02	0.527
FCGR2A	P12318	False	FCG2A_HUMAN		CPI-SS0C17BB772	0.008	0.0	0.002	0.009	0.022	0.003	0.132	0.001	0.188	0.0	0.007	0.004	0.028	0.012	0.038	0.001	0.002	0.001	0.0	0.002	0.0	0.811	0.05	0.002	0.034	0.038	0.002
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS016EE0084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.015	0.0	0.0	0.0	0.0	0.002
CD80	P33681	False	CD80_HUMAN		CPI-SS08F13AD5C	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.001	0.002	0.001	0.001	0.005	0.0	0.0	0.001	0.0	0.0
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0F5B6B186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.015	0.0	0.0	0.0	0.0	0.002
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0D795AC00	0.008	0.228	0.021	0.013	0.466	0.177	0.113	0.167	0.01	0.056	0.027	0.217	0.078	0.019	0.114	0.188	0.19	0.175	0.149	0.181	0.1	0.008	0.053	0.234	0.099	0.237	0.227
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0B02DE712	0.008	0.228	0.021	0.013	0.466	0.177	0.113	0.167	0.01	0.056	0.027	0.217	0.078	0.019	0.114	0.188	0.19	0.175	0.149	0.181	0.1	0.008	0.053	0.234	0.099	0.237	0.227
HLA-DPB1	HLADPB1	False	HLADPB1		CPI-SS076BC3BA6	0.061	0.018	0.087	0.043	0.354	0.041	0.255	0.032	0.227	0.0	0.091	0.123	0.042	0.173	0.197	0.034	0.059	0.04	0.025	0.019	0.045	11.887	0.142	0.265	0.137	0.225	0.069
ADGRL1	O94910	False	AGRL1_HUMAN		CPI-SS09375CA29	0.153	0.026	0.517	0.024	0.178	0.064	0.314	0.095	0.125	0.017	0.237	0.263	0.169	0.161	0.401	0.069	0.088	0.062	0.044	0.043	0.168	0.066	0.265	0.372	0.355	0.222	0.118
EGF	P01133	False	EGF_HUMAN		CPI-SS00A953C3A	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.007	0.0	0.008	0.0	0.0	0.0	0.0	0.0
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS0BF9FA3F2	0.007	1.288	0.384	0.021	0.019	1.058	0.106	1.167	0.026	1.105	2.392	0.036	0.097	0.014	0.037	1.042	0.904	1.083	1.154	1.381	1.092	0.014	0.035	0.013	0.029	0.038	1.591
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0F4D30D5A	0.008	0.228	0.021	0.013	0.466	0.177	0.113	0.167	0.01	0.056	0.027	0.217	0.078	0.019	0.114	0.188	0.19	0.175	0.149	0.181	0.1	0.008	0.053	0.234	0.099	0.237	0.227
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0E25CE362	0.008	0.228	0.021	0.013	0.466	0.177	0.113	0.167	0.01	0.056	0.027	0.217	0.078	0.019	0.114	0.188	0.19	0.175	0.149	0.181	0.1	0.008	0.053	0.234	0.099	0.237	0.227
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0055264F3	0.008	0.228	0.021	0.013	0.466	0.177	0.113	0.167	0.01	0.056	0.027	0.217	0.078	0.019	0.114	0.188	0.19	0.175	0.149	0.181	0.1	0.008	0.053	0.234	0.099	0.237	0.227
EGFR	P00533	False	EGFR_HUMAN		CPI-SS00EDDD458	0.008	0.228	0.021	0.013	0.466	0.177	0.113	0.167	0.01	0.056	0.027	0.217	0.078	0.019	0.114	0.188	0.19	0.175	0.149	0.181	0.1	0.008	0.053	0.234	0.099	0.237	0.227
CD74	P04233	False	HG2A_HUMAN		CPI-SS0ABC5C1B8	0.262	0.837	0.104	0.167	0.227	0.509	0.522	0.488	0.996	0.461	0.089	0.181	0.155	0.685	0.192	0.265	0.288	0.33	0.227	0.231	0.525	51.038	0.361	0.184	0.421	0.161	0.295
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0481D83A4	0.008	0.228	0.021	0.013	0.466	0.177	0.113	0.167	0.01	0.056	0.027	0.217	0.078	0.019	0.114	0.188	0.19	0.175	0.149	0.181	0.1	0.008	0.053	0.234	0.099	0.237	0.227
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0D4C221B8	0.944	0.012	0.01	0.017	0.019	0.007	0.002	0.002	0.192	0.0	0.007	0.009	0.164	1.022	0.004	0.002	0.002	0.009	0.015	0.036	0.0	0.278	0.0	0.01	0.01	0.017	0.004
EGFR	P00533	False	EGFR_HUMAN		CPI-SS08CA619FE	0.008	0.228	0.021	0.013	0.466	0.177	0.113	0.167	0.01	0.056	0.027	0.217	0.078	0.019	0.114	0.188	0.19	0.175	0.149	0.181	0.1	0.008	0.053	0.234	0.099	0.237	0.227
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0DA033F03	0.948	0.642	0.302	0.051	1.208	0.388	0.917	0.307	0.785	0.4	0.349	0.421	1.134	1.624	0.913	0.275	0.336	0.3	0.402	0.566	0.263	1.299	0.683	0.746	0.691	1.148	0.26
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS054D158CC	0.002	0.0	0.0	0.003	0.005	0.001	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.004	0.0	0.002	0.0
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0C4E86714	1.307	0.025	0.014	0.016	0.074	0.023	0.009	0.011	0.022	0.0	0.011	0.007	0.003	0.358	0.015	0.02	0.026	0.024	0.036	0.074	0.028	1.562	0.0	0.042	0.009	0.086	0.02
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0A19E9C34	0.008	0.228	0.021	0.013	0.466	0.177	0.113	0.167	0.01	0.056	0.027	0.217	0.078	0.019	0.114	0.188	0.19	0.175	0.149	0.181	0.1	0.008	0.053	0.234	0.099	0.237	0.227
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS06BC4D123	0.007	1.288	0.384	0.021	0.019	1.058	0.106	1.167	0.026	1.105	2.392	0.036	0.097	0.014	0.037	1.042	0.904	1.083	1.154	1.381	1.092	0.014	0.035	0.013	0.029	0.038	1.591
EGFR	P00533	False	EGFR_HUMAN		CPI-SS088A0A760	0.008	0.228	0.021	0.013	0.466	0.177	0.113	0.167	0.01	0.056	0.027	0.217	0.078	0.019	0.114	0.188	0.19	0.175	0.149	0.181	0.1	0.008	0.053	0.234	0.099	0.237	0.227
CD74	P04233	False	HG2A_HUMAN		CPI-SS0302E8E8F	0.262	0.837	0.104	0.167	0.227	0.509	0.522	0.488	0.996	0.461	0.089	0.181	0.155	0.685	0.192	0.265	0.288	0.33	0.227	0.231	0.525	51.038	0.361	0.184	0.421	0.161	0.295
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS0E6E8A727	0.002	0.0	0.0	0.003	0.005	0.001	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.004	0.0	0.002	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS07F042076	0.008	0.228	0.021	0.013	0.466	0.177	0.113	0.167	0.01	0.056	0.027	0.217	0.078	0.019	0.114	0.188	0.19	0.175	0.149	0.181	0.1	0.008	0.053	0.234	0.099	0.237	0.227
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0C10824C7	0.008	0.228	0.021	0.013	0.466	0.177	0.113	0.167	0.01	0.056	0.027	0.217	0.078	0.019	0.114	0.188	0.19	0.175	0.149	0.181	0.1	0.008	0.053	0.234	0.099	0.237	0.227
CD44	P16070	False	CD44_HUMAN		CPI-SS0632A027A	0.056	0.013	0.034	0.099	0.363	0.013	0.769	0.016	0.006	0.0	0.048	1.632	0.26	0.029	0.12	0.006	0.004	0.002	0.002	0.004	0.027	1.199	0.081	0.509	0.295	0.086	0.004
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS03098AC28	0.0	0.0	0.205	0.002	0.001	0.0	0.0	0.002	0.0	0.0	0.407	0.002	0.014	0.003	0.002	0.0	0.0	0.001	0.0	0.0	0.0	0.004	0.0	0.004	0.001	0.007	0.0
HLA-DPB1	HLADPB1	False	HLADPB1		CPI-SS05D23BCE8	0.061	0.018	0.087	0.043	0.354	0.041	0.255	0.032	0.227	0.0	0.091	0.123	0.042	0.173	0.197	0.034	0.059	0.04	0.025	0.019	0.045	11.887	0.142	0.265	0.137	0.225	0.069
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS03C51D352	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0
TFRC	P02786	False	TFR1_HUMAN		CPI-SS03133B4F2	0.025	0.121	0.058	0.193	0.046	0.104	0.077	0.109	0.123	0.071	0.066	0.083	0.181	0.046	0.072	0.117	0.099	0.11	0.11	0.131	0.122	0.347	0.013	0.054	0.037	0.085	0.198
CD40	P25942	False	TNR5_HUMAN		CPI-SS0F00D756A	0.868	0.0	0.01	0.011	0.005	0.002	0.006	0.0	0.37	0.0	0.008	0.004	0.002	0.657	0.012	0.001	0.0	0.0	0.0	0.0	0.0	0.148	0.0	0.008	0.013	0.031	0.001
TNFRSF17	Q02223	False	TNR17_HUMAN		CPI-SS0E2863F09	0.0	0.0	0.004	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.003	0.0
TNFRSF13C	Q96RJ3	False	TR13C_HUMAN		CPI-SS09648FAA9	0.0	0.0	0.002	0.008	0.02	0.008	0.032	0.014	0.0	0.0	0.014	0.02	0.003	0.013	0.051	0.008	0.013	0.008	0.007	0.003	0.005	0.614	0.053	0.045	0.02	0.023	0.011
CD74	P04233	False	HG2A_HUMAN		CPI-SS09808DEAE	0.262	0.837	0.104	0.167	0.227	0.509	0.522	0.488	0.996	0.461	0.089	0.181	0.155	0.685	0.192	0.265	0.288	0.33	0.227	0.231	0.525	51.038	0.361	0.184	0.421	0.161	0.295
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS09C4FCB90	0.944	0.012	0.01	0.017	0.019	0.007	0.002	0.002	0.192	0.0	0.007	0.009	0.164	1.022	0.004	0.002	0.002	0.009	0.015	0.036	0.0	0.278	0.0	0.01	0.01	0.017	0.004
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0E9A581F8	0.944	0.012	0.01	0.017	0.019	0.007	0.002	0.002	0.192	0.0	0.007	0.009	0.164	1.022	0.004	0.002	0.002	0.009	0.015	0.036	0.0	0.278	0.0	0.01	0.01	0.017	0.004
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0A4F27388	0.948	0.642	0.302	0.051	1.208	0.388	0.917	0.307	0.785	0.4	0.349	0.421	1.134	1.624	0.913	0.275	0.336	0.3	0.402	0.566	0.263	1.299	0.683	0.746	0.691	1.148	0.26
TNFRSF10B	O14763	False	TR10B_HUMAN		CPI-SS0049FD74F	0.072	0.07	0.005	0.004	0.068	0.109	0.046	0.124	0.155	0.0	0.001	0.016	0.061	0.137	0.041	0.133	0.113	0.111	0.114	0.117	0.098	0.098	0.155	0.034	0.036	0.035	0.178
FAS	P25445	False	TNR6_HUMAN		CPI-SS03A0C857B	0.017	0.02	0.012	0.002	0.13	0.004	0.139	0.009	0.05	0.0	0.088	0.024	0.041	0.03	0.19	0.012	0.01	0.01	0.009	0.007	0.011	0.009	0.017	0.102	0.107	0.104	0.013
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS004A073E1	0.002	0.0	0.0	0.003	0.005	0.001	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.004	0.0	0.002	0.0
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0ADA587B4	0.023	0.0	1.252	0.011	0.044	0.0	0.051	0.005	0.009	0.0	1.147	0.01	0.032	0.02	0.574	0.002	0.002	0.005	0.003	0.003	0.003	0.017	0.011	0.037	0.019	0.102	0.006
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS0B1AB068C	0.002	0.0	0.0	0.003	0.005	0.001	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.004	0.0	0.002	0.0
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS0391D4602	0.002	0.0	0.0	0.003	0.005	0.001	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.004	0.0	0.002	0.0
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-SS00A6D366F	0.019	0.0	0.0	0.003	0.002	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.002	0.003	0.0
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS05D1A6BEF	0.002	0.0	0.0	0.003	0.005	0.001	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.004	0.0	0.002	0.0
CD44	P16070	False	CD44_HUMAN		CPI-SS06F83AE58	0.056	0.013	0.034	0.099	0.363	0.013	0.769	0.016	0.006	0.0	0.048	1.632	0.26	0.029	0.12	0.006	0.004	0.002	0.002	0.004	0.027	1.199	0.081	0.509	0.295	0.086	0.004
CEACAM1	P13688	False	CEAM1_HUMAN		CPI-SS0BDC04683	0.027	0.347	0.02	0.002	0.017	0.033	0.031	0.038	0.341	0.066	0.022	0.012	0.007	0.208	0.015	0.034	0.038	0.071	0.155	0.36	0.064	0.061	0.019	0.023	0.026	0.013	0.045
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS074CF011C	0.0	0.0	0.205	0.002	0.001	0.0	0.0	0.002	0.0	0.0	0.407	0.002	0.014	0.003	0.002	0.0	0.0	0.001	0.0	0.0	0.0	0.004	0.0	0.004	0.001	0.007	0.0
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0DE0A486F	4.383	0.038	0.522	0.026	0.086	0.019	0.606	0.006	0.014	0.017	0.233	0.053	0.037	1.343	1.172	0.004	0.005	0.007	0.004	0.004	0.004	0.872	0.705	0.348	0.622	0.659	0.003
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0E00478B4	0.41	0.0	0.839	0.033	0.108	0.02	1.566	0.018	5.171	0.0	0.349	2.754	1.104	1.486	1.551	0.02	0.017	0.018	0.005	0.003	0.012	0.168	1.021	0.124	2.994	0.363	0.035
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0855C0353	4.383	0.038	0.522	0.026	0.086	0.019	0.606	0.006	0.014	0.017	0.233	0.053	0.037	1.343	1.172	0.004	0.005	0.007	0.004	0.004	0.004	0.872	0.705	0.348	0.622	0.659	0.003
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0D22A09AD	0.41	0.0	0.839	0.033	0.108	0.02	1.566	0.018	5.171	0.0	0.349	2.754	1.104	1.486	1.551	0.02	0.017	0.018	0.005	0.003	0.012	0.168	1.021	0.124	2.994	0.363	0.035
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0E61DB5DF	4.567	0.0	0.011	0.026	0.022	0.005	0.019	0.003	0.014	0.0	0.012	0.029	0.012	2.006	0.031	0.0	0.0	0.003	0.001	0.002	0.002	0.018	0.051	0.022	0.017	0.029	0.001
NRP1	O14786	False	NRP1_HUMAN		CPI-SS033E6DE7E	4.383	0.038	0.522	0.026	0.086	0.019	0.606	0.006	0.014	0.017	0.233	0.053	0.037	1.343	1.172	0.004	0.005	0.007	0.004	0.004	0.004	0.872	0.705	0.348	0.622	0.659	0.003
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0947A8549	4.567	0.0	0.011	0.026	0.022	0.005	0.019	0.003	0.014	0.0	0.012	0.029	0.012	2.006	0.031	0.0	0.0	0.003	0.001	0.002	0.002	0.018	0.051	0.022	0.017	0.029	0.001
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS098425155	0.0	0.0	0.003	0.004	0.005	0.003	0.014	0.001	0.244	0.0	0.01	0.116	0.0	0.006	0.0	0.002	0.001	0.001	0.0	0.0	0.006	0.06	0.012	0.003	0.006	0.08	0.009
NRP1	O14786	False	NRP1_HUMAN		CPI-SS08083B141	4.383	0.038	0.522	0.026	0.086	0.019	0.606	0.006	0.014	0.017	0.233	0.053	0.037	1.343	1.172	0.004	0.005	0.007	0.004	0.004	0.004	0.872	0.705	0.348	0.622	0.659	0.003
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0F15C1AB3	0.41	0.0	0.839	0.033	0.108	0.02	1.566	0.018	5.171	0.0	0.349	2.754	1.104	1.486	1.551	0.02	0.017	0.018	0.005	0.003	0.012	0.168	1.021	0.124	2.994	0.363	0.035
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0241A1F57	0.41	0.0	0.839	0.033	0.108	0.02	1.566	0.018	5.171	0.0	0.349	2.754	1.104	1.486	1.551	0.02	0.017	0.018	0.005	0.003	0.012	0.168	1.021	0.124	2.994	0.363	0.035
CCL4L2	Q8NHW4	False	CC4L_HUMAN		CPI-SS0A42A3690	0.0	0.0	0.005	0.008	0.004	0.001	0.0	0.0	0.006	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.001	0.002	0.001	0.0	0.717	0.0	0.002	0.001	0.001	0.001
TNF	P01375	False	TNFA_HUMAN		CPI-SS03FA58286	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS0A76A8E97	0.019	0.013	0.004	0.0	0.002	0.006	0.0	0.003	0.223	0.0	0.0	0.003	0.001	0.002	0.0	0.005	0.002	0.005	0.002	0.004	0.0	0.103	0.0	0.002	0.001	0.0	0.003
INS	P01308	False	INS_HUMAN		CPI-SS0323A2952	0.002	0.04	0.0	0.0	0.001	0.022	0.0	0.085	0.0	0.03	0.0	0.002	0.0	0.0	0.0	0.018	0.04	0.015	0.019	0.017	33.111	0.0	0.0	0.0	0.001	0.0	0.002
CD1D	P15813	False	CD1D_HUMAN		CPI-SS0EAB03260	0.155	0.078	0.02	0.007	0.024	0.022	0.02	0.017	0.0	0.0	0.004	0.007	0.008	0.073	0.061	0.034	0.029	0.039	0.043	0.048	0.023	1.143	0.025	0.008	0.021	0.006	0.043
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS0DBA81CCF	0.005	0.002	0.0	0.005	0.002	0.001	0.0	0.001	0.016	0.0	0.0	0.003	0.003	0.005	0.0	0.0	0.001	0.001	0.002	0.002	0.0	0.008	0.0	0.0	0.001	0.002	0.0
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS00150FB64	0.019	0.013	0.004	0.0	0.002	0.006	0.0	0.003	0.223	0.0	0.0	0.003	0.001	0.002	0.0	0.005	0.002	0.005	0.002	0.004	0.0	0.103	0.0	0.002	0.001	0.0	0.003
INS	P01308	False	INS_HUMAN		CPI-SS0EF2E7F3B	0.002	0.04	0.0	0.0	0.001	0.022	0.0	0.085	0.0	0.03	0.0	0.002	0.0	0.0	0.0	0.018	0.04	0.015	0.019	0.017	33.111	0.0	0.0	0.0	0.001	0.0	0.002
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS05CE87F88	0.005	0.002	0.0	0.005	0.002	0.001	0.0	0.001	0.016	0.0	0.0	0.003	0.003	0.005	0.0	0.0	0.001	0.001	0.002	0.002	0.0	0.008	0.0	0.0	0.001	0.002	0.0
GAST	P01350	False	GAST_HUMAN		CPI-SS0830AF8E6	0.0	0.031	0.0	0.002	0.0	0.001	0.0	0.039	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.004	0.001	0.002	0.001	0.004	0.534	0.0	0.0	0.0	0.0	0.0	0.001
CCK	P06307	False	CCKN_HUMAN		CPI-SS00AD71822	0.004	0.004	0.008	0.003	0.002	0.027	0.002	0.046	0.0	0.0	0.003	0.004	0.005	0.001	0.001	0.037	0.022	0.022	0.026	0.02	9.084	0.001	0.0	0.001	0.002	0.002	0.019
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0D1D95883	0.0	0.0	0.0	0.009	0.006	0.013	0.002	0.001	0.0	0.0	0.002	0.002	0.001	0.002	0.002	0.001	0.0	0.001	0.001	0.004	0.001	0.913	0.0	0.003	0.003	0.001	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS0C090A257	0.011	0.0	0.004	0.003	0.007	0.013	0.006	0.004	0.0	0.008	0.002	0.001	0.0	0.005	0.005	0.001	0.001	0.003	0.001	0.001	0.0	1.752	0.0	0.007	0.005	0.128	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0B01D306C	0.004	0.0	0.028	0.013	0.005	0.0	0.014	0.003	0.049	0.0	0.004	0.009	0.007	0.038	0.009	0.002	0.001	0.001	0.002	0.002	0.0	0.398	0.018	0.007	0.014	0.018	0.002
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0795802F6	0.0	0.0	0.0	0.009	0.006	0.013	0.002	0.001	0.0	0.0	0.002	0.002	0.001	0.002	0.002	0.001	0.0	0.001	0.001	0.004	0.001	0.913	0.0	0.003	0.003	0.001	0.0
CSF1	P09603	False	CSF1_HUMAN		CPI-SS03105D292	0.039	0.0	0.016	0.0	0.177	0.003	0.037	0.002	0.039	0.0	0.033	0.016	0.047	0.132	0.141	0.001	0.001	0.001	0.001	0.002	0.001	0.012	0.018	0.082	0.049	0.108	0.0
CCL4	P13236	False	CCL4_HUMAN		CPI-SS05BA6D9C3	0.0	0.0	0.0	0.009	0.006	0.013	0.002	0.001	0.0	0.0	0.002	0.002	0.001	0.002	0.002	0.001	0.0	0.001	0.001	0.004	0.001	0.913	0.0	0.003	0.003	0.001	0.0
CCL4	P13236	False	CCL4_HUMAN		CPI-SS008F83E02	0.0	0.0	0.0	0.009	0.006	0.013	0.002	0.001	0.0	0.0	0.002	0.002	0.001	0.002	0.002	0.001	0.0	0.001	0.001	0.004	0.001	0.913	0.0	0.003	0.003	0.001	0.0
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0A3569604	12.794	1.617	0.404	0.464	4.586	0.315	9.843	1.36	1.078	2.109	0.333	0.931	4.07	4.671	13.396	0.417	0.408	0.382	1.218	1.904	0.421	0.337	12.239	1.969	5.756	8.623	0.246
INS	P01308	False	INS_HUMAN		CPI-SS06908C6CC	0.002	0.04	0.0	0.0	0.001	0.022	0.0	0.085	0.0	0.03	0.0	0.002	0.0	0.0	0.0	0.018	0.04	0.015	0.019	0.017	33.111	0.0	0.0	0.0	0.001	0.0	0.002
CCL3	P10147	False	CCL3_HUMAN		CPI-SS076D8415B	0.011	0.0	0.004	0.003	0.007	0.013	0.006	0.004	0.0	0.008	0.002	0.001	0.0	0.005	0.005	0.001	0.001	0.003	0.001	0.001	0.0	1.752	0.0	0.007	0.005	0.128	0.0
GCG	P01275	False	GLUC_HUMAN		CPI-SS01A29DD97	0.007	0.0	0.015	0.007	0.007	0.013	0.059	0.009	0.0	0.0	0.005	0.023	6.029	0.006	0.04	0.014	0.014	0.074	0.015	0.009	0.051	0.003	0.022	0.012	0.012	0.006	0.006
IAPP	P10997	False	IAPP_HUMAN		CPI-SS0FC2B68F1	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.002	0.0	0.002
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0579FA162	12.794	1.617	0.404	0.464	4.586	0.315	9.843	1.36	1.078	2.109	0.333	0.931	4.07	4.671	13.396	0.417	0.408	0.382	1.218	1.904	0.421	0.337	12.239	1.969	5.756	8.623	0.246
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	0.003	0.0	0.0	0.008	0.141	0.001	0.021	0.001	0.64	0.0	0.001	0.471	0.04	0.005	0.286	0.001	0.001	0.001	0.001	0.0	0.0	0.38	0.0	0.042	0.013	0.004	0.0
IGF2	P01344	False	IGF2_HUMAN		CPI-SS042A6F835	12.794	1.617	0.404	0.464	4.586	0.315	9.843	1.36	1.078	2.109	0.333	0.931	4.07	4.671	13.396	0.417	0.408	0.382	1.218	1.904	0.421	0.337	12.239	1.969	5.756	8.623	0.246
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0BA601DC4	0.016	0.013	0.05	0.013	0.129	0.0	0.102	0.0	0.011	0.0	0.024	0.012	0.447	0.005	0.119	0.0	0.001	0.0	0.0	0.001	0.0	0.009	0.035	0.103	0.011	0.603	0.001
NTF3	P20783	False	NTF3_HUMAN		CPI-SS093E05DD4	0.006	0.0	0.023	0.022	0.169	0.008	0.257	0.006	0.0	0.0	0.014	0.417	0.028	0.013	0.042	0.011	0.004	0.01	0.004	0.003	0.003	0.011	0.121	0.224	0.203	0.233	0.011
NTF4	P34130	False	NTF4_HUMAN		CPI-SS088C1035B	0.006	0.0	0.0	0.002	0.011	0.001	0.024	0.0	0.021	0.0	0.0	0.003	0.058	0.0	0.344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.058	0.032	0.042	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS09A36B221	0.016	0.013	0.05	0.013	0.129	0.0	0.102	0.0	0.011	0.0	0.024	0.012	0.447	0.005	0.119	0.0	0.001	0.0	0.0	0.001	0.0	0.009	0.035	0.103	0.011	0.603	0.001
