gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	ADAMDEC1 FLC	Activated T	Arterial EC	B cell	BEST4 enterocyte	CD8 T cell	F3 FLC	FCER2 B cell	Glial cell	Goblet cell	IL2RG	IgA plasma cell	IgG plasma cell	Inflammatory FLC	LAMP3+ DC	Macrophage	Monocyte	Paneth cell	TA	Tfh	Treg	Tuft	Venous EC	activated B cell	cDC1	cDC2	crypt	cycling B cell	cycling myeloid	cycling plasma	early enterocyte	enterocyte	enteroendocrine	gd T cell	lymphatic EC	mast cells	memory B cell	myofibroblast	naïve CD4 T	pDC	pericyte
FGF7	P21781	False	FGF7_HUMAN		CPI-SS00E68BB92	1.039	0.047	0.088	0.0	0.0	0.012	0.418	0.05	0.0	0.016	0.026	0.046	0.025	4.372	0.0	0.024	0.037	0.019	0.017	0.07	0.021	0.0	0.067	0.04	0.041	0.01	0.05	0.017	0.0	0.023	0.008	0.006	0.009	0.133	0.064	0.0	0.023	1.874	0.024	0.0	0.149
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0BF3ED143	0.635	0.015	0.014	0.0	0.094	0.04	0.005	0.014	0.0	0.627	0.01	0.008	0.001	0.066	0.0	0.0	0.007	0.007	0.101	0.115	0.03	0.0	0.005	0.0	0.0	0.007	0.037	0.0	0.0	0.0	0.023	0.015	0.127	0.044	0.019	0.0	0.009	0.095	0.022	0.0	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0CB6968B9	0.089	0.0	0.213	0.0	0.0	0.021	0.164	0.0	0.332	0.001	0.01	0.006	0.002	0.261	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.171	0.044	0.0	0.0	0.0	0.012	0.014	0.0	0.0	0.004	0.002	0.0	0.0	0.0	0.0	0.001	0.145	0.011	0.0	0.051
SPP1	P10451	False	OSTP_HUMAN		CPI-SS0C1BD22BC	0.005	0.0	0.452	0.0	0.0	0.0	0.089	0.0	3.747	0.007	0.006	0.003	0.01	0.005	0.0	0.009	3.491	0.0	0.012	0.0	0.0	0.0	1.334	0.0	0.0	0.013	0.004	0.0	0.0	0.0	0.01	0.002	0.0	0.0	0.04	0.092	0.009	0.029	0.004	0.0	0.0
FGF1	P05230	False	FGF1_HUMAN		CPI-SS068C742A1	0.002	0.0	0.0	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.0	0.0	0.049
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS085EE60B1	0.54	0.977	0.918	0.497	0.436	0.569	0.813	0.857	0.628	0.022	0.057	0.22	0.253	0.756	0.599	1.408	1.126	0.007	0.016	0.201	0.597	0.0	0.821	0.432	0.805	1.089	0.028	0.315	0.884	0.248	0.005	0.018	0.057	1.589	1.842	0.742	0.785	0.522	0.569	0.659	0.531
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SS0D46E2B45	0.031	0.0	0.011	0.0	0.007	0.027	0.017	0.016	0.11	0.008	0.009	0.002	0.01	0.339	0.0	0.0	0.025	0.003	0.005	0.0	0.005	0.0	0.031	0.014	0.054	0.0	0.007	0.033	0.0	0.0	0.004	0.003	0.003	0.0	0.08	0.289	0.006	0.073	0.006	0.082	0.331
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SS0178F5C45	0.009	0.0	0.0	0.0	0.0	0.0	0.016	0.015	0.568	0.0	0.0	0.0	0.001	0.041	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.222	0.0	0.008	0.049	0.0	0.0	0.556
FCER2	P06734	False	FCER2_HUMAN		CPI-SS000568A0E	0.019	0.072	0.05	1.114	0.011	0.0	0.0	2.473	0.0	0.018	0.088	0.056	0.069	0.042	0.054	0.118	0.058	0.006	0.046	0.0	0.047	0.0	0.043	0.346	0.135	0.095	0.021	0.259	0.077	0.047	0.016	0.009	0.02	0.064	0.047	0.0	0.853	0.048	0.32	0.082	0.142
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SS0ACD487F0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.005	1.663	0.0	0.0	0.008	0.0	0.005	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.027
JAM2	P57087	False	JAM2_HUMAN		CPI-SS087B53ABF	0.107	0.0	4.643	0.023	0.043	0.019	0.062	0.019	0.314	0.003	0.0	0.01	0.006	0.053	0.0	0.01	0.011	0.0	0.008	0.0	0.0	0.0	3.315	0.017	0.0	0.019	0.011	0.015	0.0	0.0	0.021	0.01	0.02	0.019	0.0	0.0	0.0	0.095	0.02	0.0	0.005
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS0F9D53834	0.185	0.032	0.579	0.0	0.016	0.028	0.304	0.029	0.0	0.012	0.004	0.003	0.007	0.112	0.0	0.0	0.008	0.0	0.001	0.042	0.0	0.0	0.171	0.0	0.0	0.004	0.005	0.0	0.0	0.0	0.0	0.004	0.0	0.002	0.006	0.0	0.054	0.28	0.02	0.0	0.228
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS01158CABF	0.019	0.0	0.0	0.022	0.036	0.0	0.036	0.0	0.0	0.325	0.048	0.005	0.003	0.007	0.0	0.0	0.159	0.0	0.005	0.0	0.029	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.033	0.0	0.004	0.003	0.619	0.02	0.0	0.0	0.0	0.0	0.014	0.0	0.03
HLA-C	HLAC	False	HLAC		CPI-SS034D36D2F	16.365	17.074	26.303	7.055	17.907	12.627	21.482	11.943	24.796	12.212	24.292	13.448	14.324	16.496	20.492	19.436	19.983	4.445	9.699	11.368	12.861	17.353	19.845	13.254	16.737	15.71	10.011	3.979	15.489	14.337	13.394	22.475	13.142	17.107	25.906	15.179	11.141	18.771	10.555	11.405	19.685
GPR42	O15529	False	GPR42_HUMAN		CPI-SS0528A694B	0.016	0.0	0.004	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.212	0.0	0.109	0.0	0.0	0.012
LAMP1	P11279	False	LAMP1_HUMAN		CPI-SS055E061C9	1.06	0.646	1.341	0.335	1.002	0.561	1.466	0.364	1.216	0.814	1.504	0.164	0.132	0.967	0.631	1.404	1.634	0.226	0.813	0.713	0.41	0.869	1.238	0.066	0.062	0.843	0.756	0.252	0.963	0.208	0.992	1.346	0.854	0.401	1.316	0.793	0.374	1.219	0.439	0.519	1.002
GLRA2	P23416	False	GLRA2_HUMAN		CPI-SS02904BE32	0.001	0.0	0.011	0.046	0.0	0.0	0.0	0.005	0.0	0.004	0.0	0.002	0.001	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.021	0.0	0.004	0.0	0.023	0.0	0.003	0.035	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.01	0.0	0.0
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS02CF96625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXADR	P78310	False	CXAR_HUMAN		CPI-SS033CB0BB2	0.033	0.035	0.011	0.0	0.69	0.044	0.01	0.008	0.0	0.908	1.668	0.005	0.006	0.003	0.0	0.073	0.007	0.278	0.55	0.0	0.023	1.605	0.007	0.007	0.057	0.025	0.593	0.008	0.058	0.0	0.715	1.671	0.437	0.044	0.048	0.178	0.004	0.024	0.012	0.0	0.011
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0E2431C09	0.002	0.092	0.003	0.0	0.0	0.018	0.0	0.002	0.0	0.001	0.0	0.002	0.008	0.007	0.0	0.0	0.004	0.045	0.001	2.245	0.187	0.0	0.0	0.0	0.138	0.021	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.17	0.0	0.0	0.037	0.0	0.098	0.0	0.021
ADGRG5	Q8IZF4	False	AGRG5_HUMAN		CPI-SS0AFC7BACF	0.001	0.028	0.0	0.423	0.016	0.0	0.006	0.07	0.0	0.013	0.033	0.055	0.071	0.002	0.0	0.11	0.033	0.003	0.019	0.0	0.046	0.0	0.008	0.138	0.022	0.108	0.012	0.298	0.151	0.068	0.017	0.032	0.003	0.0	0.0	0.212	0.164	0.0	0.034	0.0	0.0
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS00FB3CB09	0.019	0.0	0.0	0.022	0.036	0.0	0.036	0.0	0.0	0.325	0.048	0.005	0.003	0.007	0.0	0.0	0.159	0.0	0.005	0.0	0.029	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.033	0.0	0.004	0.003	0.619	0.02	0.0	0.0	0.0	0.0	0.014	0.0	0.03
GPR42	O15529	False	GPR42_HUMAN		CPI-SS022AE18AF	0.016	0.0	0.004	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.212	0.0	0.109	0.0	0.0	0.012
PGRMC2	O15173	False	PGRC2_HUMAN		CPI-SS0F3D40856	0.634	0.126	0.555	0.109	0.772	0.086	0.485	0.184	0.221	0.638	0.951	0.338	0.384	0.716	0.0	0.141	0.129	0.23	0.531	0.14	0.19	0.98	0.396	0.211	0.145	0.143	0.566	0.141	0.145	0.362	0.876	1.671	0.964	0.154	0.178	0.0	0.166	0.455	0.174	0.21	0.401
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS072E1E27A	0.019	0.0	0.0	0.022	0.036	0.0	0.036	0.0	0.0	0.325	0.048	0.005	0.003	0.007	0.0	0.0	0.159	0.0	0.005	0.0	0.029	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.033	0.0	0.004	0.003	0.619	0.02	0.0	0.0	0.0	0.0	0.014	0.0	0.03
HLA-C	HLAC	False	HLAC		CPI-SS0917CBD53	16.365	17.074	26.303	7.055	17.907	12.627	21.482	11.943	24.796	12.212	24.292	13.448	14.324	16.496	20.492	19.436	19.983	4.445	9.699	11.368	12.861	17.353	19.845	13.254	16.737	15.71	10.011	3.979	15.489	14.337	13.394	22.475	13.142	17.107	25.906	15.179	11.141	18.771	10.555	11.405	19.685
GAST	P01350	False	GAST_HUMAN		CPI-SS079FD6EC6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HLA-C	HLAC	False	HLAC		CPI-SS0ABD11350	16.365	17.074	26.303	7.055	17.907	12.627	21.482	11.943	24.796	12.212	24.292	13.448	14.324	16.496	20.492	19.436	19.983	4.445	9.699	11.368	12.861	17.353	19.845	13.254	16.737	15.71	10.011	3.979	15.489	14.337	13.394	22.475	13.142	17.107	25.906	15.179	11.141	18.771	10.555	11.405	19.685
LAMP1	P11279	False	LAMP1_HUMAN		CPI-SS064281234	1.06	0.646	1.341	0.335	1.002	0.561	1.466	0.364	1.216	0.814	1.504	0.164	0.132	0.967	0.631	1.404	1.634	0.226	0.813	0.713	0.41	0.869	1.238	0.066	0.062	0.843	0.756	0.252	0.963	0.208	0.992	1.346	0.854	0.401	1.316	0.793	0.374	1.219	0.439	0.519	1.002
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS0D26F639E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS02246DA17	0.005	0.586	0.0	0.039	0.1	0.672	0.008	0.044	0.0	0.013	0.126	0.011	0.044	0.009	0.117	0.017	0.003	0.026	0.032	0.096	0.781	0.0	0.011	0.006	0.247	0.035	0.035	0.024	0.047	0.106	0.059	0.053	0.0	0.563	0.012	0.0	0.086	0.011	0.091	0.592	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0F52745F3	0.251	0.781	0.016	0.024	0.906	0.104	0.058	0.019	0.148	0.114	1.552	0.016	0.013	0.224	0.069	0.018	0.005	0.134	0.159	0.017	0.15	0.64	0.062	0.004	0.096	0.037	0.272	0.019	0.291	0.035	0.967	2.694	1.249	0.019	0.104	0.092	0.045	0.159	0.106	0.142	0.041
FCGR2A	P12318	False	FCG2A_HUMAN		CPI-SS0C17BB772	0.159	0.04	0.0	0.032	0.0	0.0	0.347	0.017	0.399	0.015	0.007	0.008	0.017	0.097	0.098	1.842	2.61	0.092	0.014	0.0	0.058	0.0	0.016	0.025	0.0	0.63	0.017	0.0	0.279	0.0	0.002	0.003	0.003	0.053	0.449	0.214	0.057	0.093	0.017	0.0	0.236
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS016EE0084	0.002	0.092	0.003	0.0	0.0	0.018	0.0	0.002	0.0	0.001	0.0	0.002	0.008	0.007	0.0	0.0	0.004	0.045	0.001	2.245	0.187	0.0	0.0	0.0	0.138	0.021	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.17	0.0	0.0	0.037	0.0	0.098	0.0	0.021
CD80	P33681	False	CD80_HUMAN		CPI-SS08F13AD5C	0.0	0.036	0.0	0.098	0.011	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.005	0.002	0.685	0.155	0.233	0.0	0.0	0.028	0.034	0.0	0.0	0.026	0.054	0.056	0.002	0.096	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.033	0.0	0.001	0.0	0.0
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0F5B6B186	0.002	0.092	0.003	0.0	0.0	0.018	0.0	0.002	0.0	0.001	0.0	0.002	0.008	0.007	0.0	0.0	0.004	0.045	0.001	2.245	0.187	0.0	0.0	0.0	0.138	0.021	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.17	0.0	0.0	0.037	0.0	0.098	0.0	0.021
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0D795AC00	0.183	0.0	0.058	0.0	0.182	0.0	0.429	0.005	0.0	0.23	0.332	0.003	0.002	0.245	0.0	0.01	0.011	0.031	0.182	0.017	0.0	0.0	0.01	0.0	0.0	0.006	0.186	0.0	0.038	0.0	0.126	0.122	0.038	0.02	0.012	0.0	0.0	0.14	0.0	0.0	0.226
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0B02DE712	0.183	0.0	0.058	0.0	0.182	0.0	0.429	0.005	0.0	0.23	0.332	0.003	0.002	0.245	0.0	0.01	0.011	0.031	0.182	0.017	0.0	0.0	0.01	0.0	0.0	0.006	0.186	0.0	0.038	0.0	0.126	0.122	0.038	0.02	0.012	0.0	0.0	0.14	0.0	0.0	0.226
HLA-DPB1	HLADPB1	False	HLADPB1		CPI-SS076BC3BA6	1.243	2.015	6.245	20.465	1.829	1.144	1.037	24.318	4.549	0.917	3.258	0.443	0.696	1.65	45.294	79.962	32.603	0.662	1.195	1.343	1.372	0.721	6.719	5.76	89.049	68.554	1.438	13.132	40.311	1.172	1.949	2.988	1.112	1.375	2.816	7.677	20.54	1.101	4.529	19.672	1.017
ADGRL1	O94910	False	AGRL1_HUMAN		CPI-SS09375CA29	0.093	0.0	0.13	0.0	0.106	0.078	0.094	0.014	0.0	0.067	0.019	0.004	0.003	0.071	0.029	0.0	0.0	0.007	0.112	0.0	0.0	0.0	0.086	0.0	0.13	0.025	0.13	0.0	0.174	0.0	0.091	0.069	0.165	0.042	0.148	0.0	0.0	0.059	0.031	0.664	0.06
EGF	P01133	False	EGF_HUMAN		CPI-SS00A953C3A	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.001	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS0BF9FA3F2	0.03	0.045	0.031	0.074	2.515	0.162	0.053	0.027	2.009	1.453	1.669	0.03	0.013	0.016	0.049	0.025	0.011	0.352	0.972	0.034	0.035	1.119	0.017	0.0	0.0	0.027	1.417	0.0	0.21	0.0	1.624	2.506	2.43	0.045	0.035	0.224	0.032	0.016	0.011	0.087	0.012
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0F4D30D5A	0.183	0.0	0.058	0.0	0.182	0.0	0.429	0.005	0.0	0.23	0.332	0.003	0.002	0.245	0.0	0.01	0.011	0.031	0.182	0.017	0.0	0.0	0.01	0.0	0.0	0.006	0.186	0.0	0.038	0.0	0.126	0.122	0.038	0.02	0.012	0.0	0.0	0.14	0.0	0.0	0.226
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0E25CE362	0.183	0.0	0.058	0.0	0.182	0.0	0.429	0.005	0.0	0.23	0.332	0.003	0.002	0.245	0.0	0.01	0.011	0.031	0.182	0.017	0.0	0.0	0.01	0.0	0.0	0.006	0.186	0.0	0.038	0.0	0.126	0.122	0.038	0.02	0.012	0.0	0.0	0.14	0.0	0.0	0.226
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0055264F3	0.183	0.0	0.058	0.0	0.182	0.0	0.429	0.005	0.0	0.23	0.332	0.003	0.002	0.245	0.0	0.01	0.011	0.031	0.182	0.017	0.0	0.0	0.01	0.0	0.0	0.006	0.186	0.0	0.038	0.0	0.126	0.122	0.038	0.02	0.012	0.0	0.0	0.14	0.0	0.0	0.226
EGFR	P00533	False	EGFR_HUMAN		CPI-SS00EDDD458	0.183	0.0	0.058	0.0	0.182	0.0	0.429	0.005	0.0	0.23	0.332	0.003	0.002	0.245	0.0	0.01	0.011	0.031	0.182	0.017	0.0	0.0	0.01	0.0	0.0	0.006	0.186	0.0	0.038	0.0	0.126	0.122	0.038	0.02	0.012	0.0	0.0	0.14	0.0	0.0	0.226
CD74	P04233	False	HG2A_HUMAN		CPI-SS0ABC5C1B8	7.38	7.857	37.835	71.221	21.333	3.294	3.626	61.724	28.37	5.239	37.043	6.176	7.544	9.938	115.53	142.766	79.069	2.725	10.435	5.489	7.198	5.184	38.38	23.514	167.15	118.336	11.662	54.565	102.772	10.688	24.025	41.551	13.139	4.805	24.491	7.704	54.677	3.754	15.865	103.817	3.768
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0481D83A4	0.183	0.0	0.058	0.0	0.182	0.0	0.429	0.005	0.0	0.23	0.332	0.003	0.002	0.245	0.0	0.01	0.011	0.031	0.182	0.017	0.0	0.0	0.01	0.0	0.0	0.006	0.186	0.0	0.038	0.0	0.126	0.122	0.038	0.02	0.012	0.0	0.0	0.14	0.0	0.0	0.226
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0D4C221B8	0.381	0.087	1.057	0.247	0.0	0.058	0.283	0.138	0.877	0.018	0.617	0.074	0.086	0.658	1.705	1.074	2.229	0.021	0.041	0.062	0.136	0.0	1.896	0.12	0.624	0.983	0.059	0.105	0.916	0.059	0.054	0.021	0.0	0.148	0.083	0.0	0.181	0.172	0.085	0.641	0.473
EGFR	P00533	False	EGFR_HUMAN		CPI-SS08CA619FE	0.183	0.0	0.058	0.0	0.182	0.0	0.429	0.005	0.0	0.23	0.332	0.003	0.002	0.245	0.0	0.01	0.011	0.031	0.182	0.017	0.0	0.0	0.01	0.0	0.0	0.006	0.186	0.0	0.038	0.0	0.126	0.122	0.038	0.02	0.012	0.0	0.0	0.14	0.0	0.0	0.226
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0DA033F03	1.987	0.378	1.486	0.083	1.521	0.55	1.543	0.048	2.035	0.722	2.906	0.071	0.049	1.387	0.322	1.529	0.934	0.113	0.354	0.282	0.236	0.514	1.786	0.06	0.161	0.972	0.424	0.037	0.59	0.019	1.135	2.433	0.872	0.463	1.402	0.214	0.052	1.622	0.215	0.177	1.817
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS054D158CC	0.009	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0C4E86714	0.208	0.705	0.659	0.028	0.137	0.286	0.056	0.094	0.223	0.063	0.353	0.015	0.022	0.285	2.389	1.196	1.968	0.09	0.094	0.492	3.893	0.0	0.438	0.126	0.101	0.768	0.097	0.009	0.707	0.154	0.155	0.239	0.032	0.417	0.042	0.092	0.263	0.099	0.37	1.152	0.282
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0A19E9C34	0.183	0.0	0.058	0.0	0.182	0.0	0.429	0.005	0.0	0.23	0.332	0.003	0.002	0.245	0.0	0.01	0.011	0.031	0.182	0.017	0.0	0.0	0.01	0.0	0.0	0.006	0.186	0.0	0.038	0.0	0.126	0.122	0.038	0.02	0.012	0.0	0.0	0.14	0.0	0.0	0.226
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS06BC4D123	0.03	0.045	0.031	0.074	2.515	0.162	0.053	0.027	2.009	1.453	1.669	0.03	0.013	0.016	0.049	0.025	0.011	0.352	0.972	0.034	0.035	1.119	0.017	0.0	0.0	0.027	1.417	0.0	0.21	0.0	1.624	2.506	2.43	0.045	0.035	0.224	0.032	0.016	0.011	0.087	0.012
EGFR	P00533	False	EGFR_HUMAN		CPI-SS088A0A760	0.183	0.0	0.058	0.0	0.182	0.0	0.429	0.005	0.0	0.23	0.332	0.003	0.002	0.245	0.0	0.01	0.011	0.031	0.182	0.017	0.0	0.0	0.01	0.0	0.0	0.006	0.186	0.0	0.038	0.0	0.126	0.122	0.038	0.02	0.012	0.0	0.0	0.14	0.0	0.0	0.226
CD74	P04233	False	HG2A_HUMAN		CPI-SS0302E8E8F	7.38	7.857	37.835	71.221	21.333	3.294	3.626	61.724	28.37	5.239	37.043	6.176	7.544	9.938	115.53	142.766	79.069	2.725	10.435	5.489	7.198	5.184	38.38	23.514	167.15	118.336	11.662	54.565	102.772	10.688	24.025	41.551	13.139	4.805	24.491	7.704	54.677	3.754	15.865	103.817	3.768
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS0E6E8A727	0.009	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0C10824C7	0.183	0.0	0.058	0.0	0.182	0.0	0.429	0.005	0.0	0.23	0.332	0.003	0.002	0.245	0.0	0.01	0.011	0.031	0.182	0.017	0.0	0.0	0.01	0.0	0.0	0.006	0.186	0.0	0.038	0.0	0.126	0.122	0.038	0.02	0.012	0.0	0.0	0.14	0.0	0.0	0.226
CD44	P16070	False	CD44_HUMAN		CPI-SS0632A027A	1.848	2.332	0.15	0.704	0.169	1.35	0.96	1.823	2.641	0.529	0.307	0.803	0.934	2.695	4.753	1.168	8.278	0.532	1.008	2.485	3.269	0.081	0.14	0.973	0.315	1.838	1.032	0.316	2.164	1.106	0.151	0.059	1.157	1.196	0.141	6.009	3.043	1.555	2.078	1.117	4.151
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS03098AC28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HLA-DPB1	HLADPB1	False	HLADPB1		CPI-SS05D23BCE8	1.243	2.015	6.245	20.465	1.829	1.144	1.037	24.318	4.549	0.917	3.258	0.443	0.696	1.65	45.294	79.962	32.603	0.662	1.195	1.343	1.372	0.721	6.719	5.76	89.049	68.554	1.438	13.132	40.311	1.172	1.949	2.988	1.112	1.375	2.816	7.677	20.54	1.101	4.529	19.672	1.017
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS03C51D352	0.016	0.008	0.023	0.033	0.025	0.0	0.011	0.281	0.0	0.018	0.0	0.562	0.141	0.022	0.064	0.007	0.012	0.003	0.026	0.057	0.173	0.0	0.014	0.177	0.037	0.024	0.008	0.006	0.02	0.699	0.005	0.008	0.0	0.029	0.028	0.0	2.045	0.0	0.161	0.0	0.03
TFRC	P02786	False	TFR1_HUMAN		CPI-SS03133B4F2	0.151	0.456	0.104	0.61	1.126	0.166	0.17	0.106	0.099	0.791	1.077	0.118	0.099	0.46	1.162	1.07	2.522	0.176	2.366	0.449	1.074	1.37	0.118	0.113	0.766	0.628	1.81	0.574	1.09	0.317	1.273	0.855	1.087	0.246	0.115	0.457	0.182	0.23	0.165	1.03	0.093
CD40	P25942	False	TNR5_HUMAN		CPI-SS0F00D756A	0.254	0.055	0.51	1.689	0.114	0.098	0.276	1.138	0.177	0.108	0.073	0.162	0.161	0.363	2.27	0.423	1.178	0.046	0.081	0.0	0.085	0.081	0.614	0.345	0.813	0.507	0.14	1.488	0.198	0.127	0.084	0.108	0.198	0.072	0.2	0.446	0.856	0.133	0.243	0.0	0.789
TNFRSF17	Q02223	False	TNR17_HUMAN		CPI-SS0E2863F09	0.03	0.057	0.029	0.297	0.109	0.0	0.065	0.224	0.0	0.015	0.006	2.494	1.422	0.04	0.022	0.0	0.022	0.011	0.018	0.0	0.087	0.0	0.023	1.368	0.041	0.033	0.015	0.184	0.063	1.568	0.005	0.023	0.006	0.025	0.042	0.0	0.266	0.008	0.062	0.458	0.0
TNFRSF13C	Q96RJ3	False	TR13C_HUMAN		CPI-SS09648FAA9	0.02	0.067	0.072	3.355	0.0	0.096	0.06	2.714	0.152	0.028	0.057	0.153	0.219	0.043	0.176	0.25	0.157	0.085	0.056	0.061	0.036	0.0	0.068	0.497	0.109	0.348	0.025	1.662	0.014	0.125	0.033	0.012	0.066	0.094	0.048	0.0	2.368	0.1	0.476	0.185	0.08
CD74	P04233	False	HG2A_HUMAN		CPI-SS09808DEAE	7.38	7.857	37.835	71.221	21.333	3.294	3.626	61.724	28.37	5.239	37.043	6.176	7.544	9.938	115.53	142.766	79.069	2.725	10.435	5.489	7.198	5.184	38.38	23.514	167.15	118.336	11.662	54.565	102.772	10.688	24.025	41.551	13.139	4.805	24.491	7.704	54.677	3.754	15.865	103.817	3.768
